Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2023-01-03,234.423583984375,239.5800018310547,245.75,237.39999389648438,243.0800018310547,25740000,MSFT
2023-01-04,224.1691436767578,229.10000610351562,232.8699951171875,225.9600067138672,232.27999877929688,50623400,MSFT
2023-01-05,217.52528381347656,222.30999755859375,227.5500030517578,221.75999450683594,227.1999969482422,39585600,MSFT
2023-01-06,220.08885192871094,224.92999267578125,225.75999450683594,219.35000610351562,223.0,43613600,MSFT
2023-01-09,222.23171997070312,227.1199951171875,231.24000549316406,226.41000366210938,226.4499969482422,27369800,MSFT
2023-01-10,223.92453002929688,228.85000610351562,231.30999755859375,227.3300018310547,227.75999450683594,27033900,MSFT
2023-01-11,230.69558715820312,235.77000427246094,235.9499969482422,231.11000061035156,231.2899932861328,28669300,MSFT
2023-01-12,233.37660217285156,238.50999450683594,239.89999389648438,233.55999755859375,235.25999450683594,27269500,MSFT
2023-01-13,234.0811004638672,239.22999572753906,239.3699951171875,234.9199981689453,237.0,21333300,MSFT
2023-01-17,235.17701721191406,240.35000610351562,240.91000366210938,237.08999633789062,237.97000122070312,29831300,MSFT
2023-01-18,230.7347412109375,235.80999755859375,242.3800048828125,235.52000427246094,241.57000732421875,30028700,MSFT
2023-01-19,226.938232421875,231.92999267578125,235.52000427246094,230.67999267578125,233.77999877929688,28623000,MSFT
2023-01-20,235.0498046875,240.22000122070312,240.74000549316406,234.50999450683594,234.86000061035156,35389800,MSFT
2023-01-23,237.35902404785156,242.5800018310547,245.1699981689453,239.64999389648438,241.10000610351562,31934000,MSFT
2023-01-24,236.8306427001953,242.0399932861328,243.9499969482422,240.44000244140625,242.5,40234400,MSFT
2023-01-25,235.4314422607422,240.61000061035156,243.3000030517578,230.89999389648438,234.47999572753906,66526600,MSFT
2023-01-26,242.66233825683594,248.0,248.30999755859375,242.0,243.64999389648438,33454500,MSFT
2023-01-27,242.8189239501953,248.16000366210938,249.8300018310547,246.8300018310547,248.99000549316406,26498900,MSFT
2023-01-30,237.4862060546875,242.7100067138672,245.60000610351562,242.1999969482422,244.50999450683594,25867400,MSFT
2023-01-31,242.47642517089844,247.80999755859375,247.9499969482422,242.9499969482422,243.4499969482422,26541100,MSFT
2023-02-01,247.3101348876953,252.75,255.17999267578125,245.47000122070312,248.0,31259900,MSFT
2023-02-02,258.9051208496094,264.6000061035156,264.69000244140625,257.25,258.82000732421875,39940400,MSFT
2023-02-03,252.7896270751953,258.3500061035156,264.20001220703125,257.1000061035156,259.5400085449219,29077300,MSFT
2023-02-06,251.24359130859375,256.7699890136719,258.29998779296875,254.77999877929688,257.44000244140625,22518000,MSFT
2023-02-07,261.8013610839844,267.55999755859375,268.7699890136719,260.0799865722656,260.5299987792969,50841400,MSFT
2023-02-08,260.9892272949219,266.7300109863281,276.760009765625,266.2099914550781,273.20001220703125,54686000,MSFT
2023-02-09,257.9461669921875,263.6199951171875,273.9800109863281,262.79998779296875,273.79998779296875,42375100,MSFT
2023-02-10,257.4373779296875,263.1000061035156,264.0899963378906,260.6600036621094,261.5299987792969,25818500,MSFT
2023-02-13,265.4804992675781,271.32000732421875,274.6000061035156,267.1499938964844,267.6400146484375,44630900,MSFT
2023-02-14,266.3121337890625,272.1700134277344,274.9700012207031,269.2799987792969,272.6700134277344,37047900,MSFT
2023-02-15,264.18359375,269.32000732421875,270.7300109863281,266.17999267578125,268.32000732421875,28922400,MSFT
2023-02-16,257.1502990722656,262.1499938964844,266.739990234375,261.8999938964844,264.0199890136719,29603600,MSFT
2023-02-17,253.13829040527344,258.05999755859375,260.0899963378906,256.0,259.3900146484375,30000100,MSFT
2023-02-21,247.85107421875,252.6699981689453,255.49000549316406,251.58999633789062,254.47999572753906,28397400,MSFT
2023-02-22,246.71322631835938,251.50999450683594,254.33999633789062,250.33999633789062,254.08999633789062,22491100,MSFT
2023-02-23,249.91104125976562,254.77000427246094,256.8399963378906,250.47999572753906,255.55999755859375,29219100,MSFT
2023-02-24,244.46690368652344,249.22000122070312,251.0,248.10000610351562,249.9600067138672,24990900,MSFT
2023-02-27,245.3889617919922,250.16000366210938,252.82000732421875,249.38999938964844,252.4600067138672,21190000,MSFT
2023-02-28,244.66305541992188,249.4199981689453,251.49000549316406,248.72999572753906,249.07000732421875,22491000,MSFT
2023-03-01,241.5731658935547,246.27000427246094,250.92999267578125,245.7899932861328,250.75999450683594,27565300,MSFT
2023-03-02,246.32086181640625,251.11000061035156,251.39999389648438,245.61000061035156,246.5500030517578,24808200,MSFT
2023-03-03,250.42111206054688,255.2899932861328,255.6199951171875,251.38999938964844,252.19000244140625,30760100,MSFT
2023-03-06,251.97097778320312,256.8699951171875,260.1199951171875,255.97999572753906,256.42999267578125,24109800,MSFT
2023-03-07,249.30284118652344,254.14999389648438,257.69000244140625,253.38999938964844,256.29998779296875,21473200,MSFT
2023-03-08,248.86146545410156,253.6999969482422,254.5399932861328,250.80999755859375,254.0399932861328,17340200,MSFT
2023-03-09,247.50778198242188,252.32000732421875,259.55999755859375,251.5800018310547,255.82000732421875,26653400,MSFT
2023-03-10,243.84886169433594,248.58999633789062,252.7899932861328,247.60000610351562,251.0800018310547,28333900,MSFT
2023-03-13,249.0772247314453,253.9199981689453,257.9100036621094,245.72999572753906,247.39999389648438,33339700,MSFT
2023-03-14,255.81622314453125,260.7900085449219,261.07000732421875,255.86000061035156,256.75,33620300,MSFT
2023-03-15,260.37750244140625,265.44000244140625,266.4800109863281,259.2099914550781,259.9800109863281,46028000,MSFT
2023-03-16,270.932373046875,276.20001220703125,276.55999755859375,263.2799987792969,265.2099914550781,54768800,MSFT
2023-03-17,274.10076904296875,279.42999267578125,283.3299865722656,276.32000732421875,278.260009765625,69527400,MSFT
2023-03-20,267.0380554199219,272.2300109863281,277.4800109863281,269.8500061035156,276.9800109863281,43466600,MSFT
2023-03-21,268.5585021972656,273.7799987792969,275.0,269.5199890136719,274.8800048828125,34558700,MSFT
2023-03-22,267.0968933105469,272.2900085449219,281.0400085449219,272.17999267578125,273.3999938964844,34873300,MSFT
2023-03-23,272.3644714355469,277.6600036621094,281.05999755859375,275.20001220703125,277.94000244140625,36610900,MSFT
2023-03-24,275.2189636230469,280.57000732421875,280.6300048828125,275.2799987792969,277.239990234375,28172000,MSFT
2023-03-27,271.1088562011719,276.3800048828125,281.4599914550781,275.5199890136719,280.5,26840200,MSFT
2023-03-28,269.9808044433594,275.2300109863281,276.1400146484375,272.04998779296875,275.7900085449219,21878600,MSFT
2023-03-29,275.16015625,280.510009765625,281.1400146484375,278.4100036621094,278.9599914550781,25087000,MSFT
2023-03-30,278.6325988769531,284.04998779296875,284.4599914550781,281.4800109863281,284.2300109863281,25053400,MSFT
2023-03-31,282.8015441894531,288.29998779296875,289.2699890136719,283.0,283.7300109863281,32766000,MSFT
2023-04-03,281.7519836425781,287.2300109863281,288.2699890136719,283.95001220703125,286.5199890136719,24883300,MSFT
2023-04-04,281.7029113769531,287.17999267578125,290.45001220703125,285.6700134277344,287.2300109863281,25824300,MSFT
2023-04-05,278.91705322265625,284.3399963378906,287.1499938964844,282.9200134277344,285.8500061035156,22064800,MSFT
2023-04-06,286.0386047363281,291.6000061035156,292.0799865722656,282.0299987792969,283.2099914550781,29770300,MSFT
2023-04-10,283.8708190917969,289.3900146484375,289.6000061035156,284.7099914550781,289.2099914550781,23103000,MSFT
2023-04-11,277.4358215332031,282.8299865722656,285.9800109863281,281.6400146484375,285.75,27276600,MSFT
2023-04-12,278.08331298828125,283.489990234375,287.010009765625,281.9599914550781,284.7900085449219,27403400,MSFT
2023-04-13,284.3122253417969,289.8399963378906,289.8999938964844,283.1700134277344,283.5899963378906,24222700,MSFT
2023-04-14,280.68280029296875,286.1400146484375,288.4800109863281,283.69000244140625,287.0,20987900,MSFT
2023-04-17,283.29205322265625,288.79998779296875,291.6000061035156,286.1600036621094,289.92999267578125,23836200,MSFT
2023-04-18,282.8702392578125,288.3699951171875,291.760009765625,287.010009765625,291.57000732421875,20161800,MSFT
2023-04-19,282.9486999511719,288.45001220703125,289.04998779296875,284.5400085449219,285.989990234375,17150300,MSFT
2023-04-20,280.6532897949219,286.1099853515625,289.0299987792969,285.0799865722656,285.25,23244400,MSFT
2023-04-21,280.3100280761719,285.760009765625,286.2699890136719,283.05999755859375,285.010009765625,21676400,MSFT
2023-04-24,276.3960876464844,281.7699890136719,284.95001220703125,278.7200012207031,282.0899963378906,26611000,MSFT
2023-04-25,270.16717529296875,275.4200134277344,281.6000061035156,275.3699951171875,279.510009765625,45772200,MSFT
2023-04-26,289.73675537109375,295.3699951171875,299.57000732421875,292.7300109863281,296.70001220703125,64599200,MSFT
2023-04-27,299.0162658691406,304.8299865722656,305.20001220703125,295.25,295.9700012207031,46462600,MSFT
2023-04-28,301.3999938964844,307.260009765625,308.92999267578125,303.30999755859375,304.010009765625,36469600,MSFT
2023-05-01,299.73236083984375,305.55999755859375,308.6000061035156,305.1499938964844,306.9700012207031,21294100,MSFT
2023-05-02,299.58526611328125,305.4100036621094,309.17999267578125,303.9100036621094,307.760009765625,26404400,MSFT
2023-05-03,298.5944519042969,304.3999938964844,308.6099853515625,304.0899963378906,306.6199951171875,22360800,MSFT
2023-05-04,299.58526611328125,305.4100036621094,307.760009765625,303.3999938964844,306.239990234375,22519900,MSFT
2023-05-05,304.7253112792969,310.6499938964844,311.9700012207031,304.2699890136719,305.7200012207031,28197100,MSFT
2023-05-08,302.763427734375,308.6499938964844,310.20001220703125,306.0899963378906,310.1300048828125,21318600,MSFT
2023-05-09,301.1448974609375,307.0,310.0400085449219,306.30999755859375,308.0,21340800,MSFT
2023-05-10,306.3536071777344,312.30999755859375,313.0,307.6700134277344,308.6199951171875,30078000,MSFT
2023-05-11,304.1955871582031,310.1099853515625,311.1199951171875,306.260009765625,310.1000061035156,31680200,MSFT
2023-05-12,303.07733154296875,308.9700012207031,310.6499938964844,306.6000061035156,310.54998779296875,19774700,MSFT
2023-05-15,303.5580139160156,309.4599914550781,309.8999938964844,307.5899963378906,309.1000061035156,16336500,MSFT
2023-05-16,305.79449462890625,311.739990234375,313.7099914550781,309.8299865722656,309.8299865722656,26730300,MSFT
2023-05-17,308.68475341796875,314.0,314.42999267578125,310.739990234375,312.2900085449219,24315000,MSFT
2023-05-18,313.1282043457031,318.5199890136719,319.0400085449219,313.7200012207031,314.5299987792969,27276000,MSFT
2023-05-19,312.9512634277344,318.3399963378906,318.75,316.3699951171875,316.739990234375,27546700,MSFT
2023-05-22,315.7431945800781,321.17999267578125,322.5899963378906,318.010009765625,318.6000061035156,24115700,MSFT
2023-05-23,309.9233703613281,315.260009765625,322.7200012207031,315.25,320.0299987792969,30797200,MSFT
2023-05-24,308.53729248046875,313.8500061035156,316.5,312.6099853515625,314.7300109863281,23384900,MSFT
2023-05-25,320.4029846191406,325.9200134277344,326.8999938964844,320.0,323.239990234375,43301700,MSFT
2023-05-26,327.2549743652344,332.8900146484375,333.3999938964844,323.8800048828125,324.0199890136719,36630600,MSFT
2023-05-30,325.6034240722656,331.2099914550781,335.739990234375,330.5199890136719,335.2300109863281,29503100,MSFT
2023-05-31,322.8312072753906,328.3900146484375,335.94000244140625,327.3299865722656,332.2900085449219,45950600,MSFT
2023-06-01,326.9502258300781,332.5799865722656,333.5299987792969,324.7200012207031,325.92999267578125,26773900,MSFT
2023-06-02,329.7224426269531,335.3999938964844,337.5,332.54998779296875,334.25,25873800,MSFT
2023-06-05,330.2533874511719,335.94000244140625,338.55999755859375,334.6600036621094,335.2200012207031,21307100,MSFT
2023-06-06,328.0316467285156,333.67999267578125,335.3699951171875,332.1700134277344,335.3299865722656,20396200,MSFT
2023-06-07,317.90594482421875,323.3800048828125,334.489990234375,322.5,331.6499938964844,40717100,MSFT
